square_footage,bedrooms,bathrooms,price
1165.0,2.0,2.0,30.29
1100.0,2.0,1.0,55.0
1890.0,3.0,2.0,93.0
1685.0,3.0,3.0,60.0
3131.0,4.0,4.0,349.0
1165.0,2.0,2.0,43.0
827.0,2.0,2.0,45.0
396.0,3.0,2.0,48.0
1200.0,4.0,4.0,179.0
635.0,1.0,1.0,26.0
4000.0,4.0,4.0,380.0
1050.0,2.0,2.0,50.0
600.0,5.0,4.0,76.0
1819.18,3.0,3.0,168.0
1500.0,3.0,3.0,125.0
1500.0,3.0,2.0,57.0
2850.0,3.0,4.0,470.0
1751.0,3.0,3.0,72.0
4750.0,4.0,6.0,1102.0
1020.0,2.0,2.0,40.89
1148.0,2.0,2.0,43.5
1856.0,3.0,3.0,135.0
1754.0,6.0,6.0,650.0
4273.0,3.0,3.0,1100.0
1060.0,2.0,2.0,49.27
1300.0,2.0,2.0,60.0
3000.0,4.0,4.0,100.0
1325.0,2.0,2.0,65.0
1261.0,2.0,2.0,61.0
1100.0,2.0,2.0,46.0
700.0,2.0,2.0,33.0
1675.0,3.0,2.0,135.0
3400.0,4.0,4.0,190.0
3260.0,4.0,5.0,388.0
1180.0,2.0,2.0,56.0
1160.0,2.0,2.0,45.0
1863.0,4.0,3.0,105.0
1914.0,3.0,3.0,149.0
1458.0,3.0,3.0,79.0
1200.0,5.0,4.0,115.0
1105.0,2.0,2.0,40.0
3035.0,3.0,5.0,220.0
1200.0,6.0,6.0,160.0
1662.0,3.0,3.0,90.0
1556.0,3.0,3.0,86.0
918.0,2.0,2.0,50.0
1455.0,3.0,2.0,98.0
1205.0,2.0,2.0,70.0
1194.0,2.0,2.0,65.0
1200.0,2.0,2.0,75.0
1100.0,3.0,2.0,52.0
1405.0,3.0,3.0,48.87
929.0,2.0,2.0,56.0
3436.0,4.0,5.0,341.0
1035.0,2.0,2.0,39.33
2100.0,4.0,4.0,92.0
1065.0,2.0,2.0,40.47
1532.5,3.0,3.0,84.29
1500.0,6.0,6.0,150.0
1200.0,5.0,5.0,99.0
1093.0,2.0,2.0,32.78
1250.0,2.0,2.0,45.0
1680.0,3.0,3.0,105.0
1146.0,2.0,2.0,50.0
1250.0,2.0,2.0,58.0
1451.0,3.0,3.0,60.44
1424.0,3.0,2.0,55.0
1435.0,3.0,2.0,62.0
658.0,1.0,1.0,26.91
1300.0,3.0,3.0,45.0
1242.0,2.0,2.0,65.0
1910.0,3.0,3.0,119.0
1610.0,3.0,4.0,85.0
1127.0,2.0,2.0,65.0
1075.0,3.0,2.0,42.0
1155.0,2.0,2.0,51.0
1280.0,5.0,3.0,250.0
1250.0,3.0,3.0,55.0
2200.0,3.0,4.0,160.0
2400.0,3.0,3.0,150.0
876.0,2.0,2.0,29.5
1850.0,3.0,2.0,89.0
1314.0,2.0,2.0,83.0
690.0,1.0,1.0,39.8
3550.0,4.0,2.0,167.5
1230.0,2.0,2.0,55.0
920.0,2.0,2.0,37.2
1850.0,3.0,3.0,140.0
1073.0,2.0,2.0,60.0
1540.0,3.0,3.0,76.0
1550.0,3.0,3.0,63.5
1198.0,2.0,2.0,65.0
1656.0,3.0,3.0,90.0
1900.0,3.0,3.0,155.0
1910.0,3.0,3.0,142.0
1003.0,2.0,2.0,43.0
1495.0,3.0,2.0,67.0
2172.0,3.0,3.0,76.02
2400.0,4.0,4.0,358.0
1200.0,2.0,1.0,95.0
1548.0,3.0,3.0,65.0
5400.0,7.0,5.0,972.0
2856.0,4.0,5.0,154.5
1689.0,3.0,3.0,103.0
1031.0,2.0,2.0,53.0
2119.0,4.0,4.0,111.0
1200.0,2.0,2.0,46.13
1060.0,2.0,2.0,37.0
1100.0,2.0,2.0,61.0
1350.0,4.0,4.0,225.0
1050.0,5.0,4.0,80.0
1250.0,3.0,2.0,77.88
1100.0,2.0,2.0,110.0
1200.0,2.0,2.0,46.13
1420.0,3.0,2.0,46.0
1500.0,3.0,2.0,78.0
1942.0,3.0,3.0,155.0
1985.0,3.0,3.0,130.0
950.0,1.0,1.0,39.9
1200.0,3.0,4.0,80.0
1752.0,3.0,3.0,105.0
1200.0,4.0,3.0,120.0
1200.0,5.0,5.0,200.0
1480.0,3.0,2.0,84.0
600.0,3.0,4.0,81.0
1826.0,3.0,3.0,130.0
1035.0,2.0,2.0,39.33
2600.0,4.0,4.0,98.0
1667.0,3.0,3.0,92.0
934.0,2.0,2.0,55.0
1620.0,3.0,2.0,76.0
1070.0,2.0,2.0,47.0
3600.0,5.0,5.0,180.0
1280.0,3.0,2.0,60.0
1400.0,2.0,2.0,60.0
1200.0,7.0,8.0,180.0
1330.0,2.0,2.0,64.0
1012.0,2.0,2.0,54.59
1611.0,3.0,2.0,48.33
1405.0,3.0,3.0,58.0
1515.0,3.0,3.0,90.0
1830.0,3.0,4.0,150.0
1710.0,3.0,3.0,60.0
935.0,2.0,2.0,51.5
2197.0,3.0,3.0,136.0
600.0,4.0,4.0,65.0
1678.0,3.0,3.0,92.13
1410.0,3.0,2.0,80.0
1125.0,2.0,2.0,65.0
1191.0,3.0,2.0,55.38
1200.0,2.0,2.0,79.0
1525.0,3.0,2.0,67.0
1464.0,3.0,3.0,56.0
920.0,2.0,2.0,27.0
651.0,1.0,1.0,17.5
600.0,2.0,1.0,25.0
645.0,1.0,1.0,16.45
1185.0,2.0,2.0,44.0
1190.0,2.0,2.0,68.0
2856.0,4.0,5.0,158.5
1355.0,2.0,2.0,73.0
1200.0,2.0,1.0,65.0
7000.0,4.0,4.0,550.0
1200.0,6.0,4.0,110.0
500.0,1.0,2.0,24.0
1250.0,3.0,3.0,50.0
1480.0,3.0,2.0,58.0
3300.0,4.0,4.0,329.0
1583.0,3.0,2.0,70.445
1206.0,2.0,2.0,53.0
1357.0,2.0,2.0,130.0
925.0,2.0,2.0,46.5
909.0,2.0,2.0,40.9
3000.0,3.0,5.0,335.0
1100.0,2.0,2.0,55.0
3000.0,4.0,5.0,815.0
1100.0,2.0,2.0,54.0
975.0,2.0,2.0,65.0
1306.0,2.0,2.0,44.17
1200.0,4.0,4.0,95.0
610.0,1.0,1.0,39.0
1484.0,3.0,2.0,56.4
1125.0,2.0,2.0,47.0
1447.0,2.0,2.0,75.97
2882.0,4.0,5.0,158.0
750.0,4.0,4.0,88.0
2075.0,3.0,3.0,115.0
1250.0,2.0,2.0,58.0
1272.0,2.0,2.0,51.5
1050.0,4.0,3.0,125.0
625.0,2.0,2.0,24.0
840.0,1.0,2.0,50.0
2502.0,4.0,4.0,180.0
583.0,1.0,1.0,26.9
900.0,2.0,2.0,27.0
1115.0,2.0,2.0,50.0
1464.0,2.0,2.0,56.0
2200.0,3.0,3.0,121.0
750.0,1.0,1.0,51.0
1600.0,3.0,3.0,58.0
1365.0,3.0,2.0,49.0
1300.0,3.0,3.0,64.0
1200.0,1.0,1.0,69.0
1260.0,2.0,2.0,35.0
1190.0,2.0,2.0,33.92
2480.0,3.0,4.0,260.0
1250.0,3.0,3.0,38.0
1500.0,3.0,3.0,75.0
1510.0,3.0,3.0,47.57
1187.0,2.0,2.0,59.0
1120.0,2.0,2.0,53.76
1115.0,2.0,2.0,34.555
1717.0,3.0,3.0,99.0
2099.0,3.0,3.0,95.0
1100.0,2.0,2.0,58.0
1200.0,1.0,1.0,48.0
1465.0,3.0,2.0,45.87
1500.0,1.0,1.0,75.0
4050.0,5.0,4.0,600.0
1255.0,3.0,2.0,90.0
1220.0,2.0,2.0,88.0
1065.0,2.0,2.0,30.88
1765.0,3.0,3.0,80.0
1281.0,2.0,2.0,87.0
1210.0,2.0,2.0,25.0
1215.0,2.0,2.0,43.0
1200.0,4.0,3.0,87.0
1237.0,2.0,2.0,73.0
1300.0,2.0,2.0,70.0
1105.0,2.0,2.0,39.99
1505.0,3.0,2.0,42.0
3900.0,4.0,5.0,310.0
1186.0,2.0,2.0,65.0
900.0,4.0,3.0,51.0
750.0,2.0,2.0,35.5
1083.0,2.0,2.0,28.0
1430.0,3.0,2.0,78.65
1056.0,2.0,2.0,68.0
2108.0,3.0,3.0,85.0
1650.0,3.0,3.0,101.0
1220.0,3.0,3.0,36.6
1198.0,2.0,2.0,54.0
1190.0,2.0,2.0,70.0
900.0,2.0,2.0,41.0
2690.0,4.0,4.0,185.0
1340.0,2.0,2.0,65.0
2940.0,4.0,3.0,2250.0
2400.0,6.0,6.0,400.0
1260.0,2.0,2.0,59.2
2254.0,3.0,3.0,153.0
2990.0,3.0,5.0,210.0
1800.0,4.0,5.0,250.0
820.0,2.0,2.0,45.0
1296.0,2.0,2.0,65.0
1190.0,2.0,2.0,53.55
1173.0,2.0,2.0,77.0
1800.0,3.0,3.0,90.0
1102.0,2.0,2.0,52.0
913.0,2.0,2.0,36.0
1176.0,3.0,2.0,35.27
1620.0,3.0,3.0,65.0
2968.0,3.0,3.0,225.0
1519.0,2.0,2.0,65.0
1345.0,2.0,2.0,106.0
1594.0,3.0,3.0,99.0
1250.0,2.0,2.0,68.0
1056.0,2.0,2.0,60.0
1200.0,3.0,3.0,68.4
1290.0,2.0,1.0,77.5
1150.0,2.0,2.0,48.0
1464.0,2.0,2.0,145.0
1200.0,4.0,2.0,36.0
861.0,2.0,2.0,36.5
1047.0,2.0,2.0,82.62
1200.0,2.0,2.0,75.0
1200.0,10.0,10.0,190.0
1065.0,2.0,2.0,45.0
2300.0,3.0,3.0,369.0
1000.0,2.0,2.0,62.0
1682.0,3.0,3.0,113.0
1756.0,3.0,3.0,131.0
4000.0,5.0,4.0,1000.0
1050.0,4.0,4.0,90.0
1238.0,2.0,2.0,67.32
814.0,2.0,2.0,42.0
1145.0,2.0,2.0,46.5
965.0,2.0,2.0,34.0
750.0,2.0,2.0,36.0
1300.0,3.0,2.0,55.0
1590.0,3.0,3.0,131.0
644.0,1.0,1.0,40.0
982.0,2.0,2.0,37.0
1260.0,2.0,2.0,100.0
1555.0,3.0,3.0,75.17
2500.0,4.0,4.0,450.0
1225.0,2.0,2.0,48.0
1085.0,2.0,2.0,46.0
1640.0,3.0,3.0,220.0
1595.0,3.0,3.0,110.0
1196.0,2.0,2.0,40.44
1859.0,3.0,3.0,108.0
1079.0,2.0,2.0,60.0
550.0,2.0,1.0,27.0
1118.0,2.0,2.0,42.0
1198.0,2.0,2.0,60.0
1162.5,3.0,2.0,30.215
1830.0,3.0,4.0,135.0
1160.0,2.0,2.0,59.0
1485.0,3.0,2.0,156.0
2070.0,3.0,3.0,135.0
750.0,6.0,4.0,150.0
957.0,2.0,2.0,52.5
2400.0,5.0,4.0,310.0
1268.0,2.0,2.0,69.0
1450.0,3.0,2.0,87.0
1600.0,3.0,2.0,75.0
1330.0,3.0,2.0,57.0
1355.0,3.0,2.0,65.0
1272.0,2.0,2.0,51.5
1100.0,2.0,2.0,38.49
1220.0,3.0,3.0,58.0
1075.0,2.0,2.0,46.76
800.0,2.0,2.0,55.0
995.0,2.0,2.0,34.82
900.0,2.0,1.0,44.0
1140.0,2.0,2.0,42.0
1480.0,3.0,2.0,125.0
1710.0,3.0,2.0,90.63
2106.0,3.0,3.0,148.0
2400.0,9.0,6.0,270.0
3800.0,3.0,2.0,130.0
800.0,3.0,3.0,120.0
1602.0,2.0,2.0,104.0
1660.0,3.0,2.0,116.0
1549.0,3.0,3.0,80.0
700.0,1.0,1.0,38.0
1012.0,2.0,2.0,64.0
1469.0,3.0,3.0,89.0
1216.0,2.0,2.0,69.0
1065.0,2.0,2.0,56.13
1411.0,3.0,3.0,93.15
1400.0,2.0,2.0,57.5
1250.0,3.0,3.0,29.0
1245.0,2.0,2.0,62.0
1115.0,2.0,2.0,50.0
1000.0,2.0,2.0,35.0
1580.0,3.0,3.0,71.89
1800.0,3.0,3.0,90.0
1500.0,2.0,2.0,130.0
645.0,1.0,1.0,16.45
1275.0,3.0,3.0,44.0
1494.0,3.0,3.0,82.0
1949.0,3.0,3.0,129.0
1020.0,2.0,2.0,46.5
883.0,2.0,2.0,45.0
3200.0,4.0,4.0,280.0
1680.0,6.0,6.0,125.0
2232.0,12.0,6.0,300.0
2010.0,3.0,3.0,125.0
1240.0,2.0,2.0,80.0
1213.0,2.0,2.0,63.0
1835.0,3.0,3.0,88.0
1800.0,9.0,10.0,185.0
2932.0,4.0,5.0,195.0
3425.0,4.0,5.0,250.0
945.0,2.0,2.0,45.0
1504.0,3.0,2.0,100.0
1569.0,3.0,3.0,150.0
1755.0,3.0,3.0,130.0
1760.0,3.0,3.0,140.0
1240.0,2.0,2.0,43.94
1450.0,3.0,3.0,72.54
1000.0,2.0,2.0,48.0
3820.0,1.0,1.0,306.0
2000.0,5.0,4.0,145.0
1215.0,2.0,2.0,59.0
1330.0,3.0,3.0,73.5
1178.0,2.0,2.0,75.0
1500.0,4.0,4.0,192.0
2040.0,2.0,2.0,59.0
2000.0,3.0,3.0,85.0
1602.0,3.0,2.0,165.0
1200.0,4.0,4.0,130.0
1194.0,2.0,2.0,46.0
1800.0,3.0,3.0,220.0
2400.0,3.0,2.0,152.0
1700.0,3.0,3.0,108.0
1200.0,3.0,3.0,65.0
1500.0,3.0,3.0,72.0
1240.0,3.0,3.0,165.0
3000.0,3.0,3.0,400.0
1737.0,3.0,3.0,85.0
900.0,2.0,2.0,55.0
1280.0,3.0,2.0,48.0
1560.0,2.0,2.0,85.0
883.0,2.0,2.0,44.0
750.0,2.0,2.0,33.0
2400.0,4.0,3.0,140.0
900.0,2.0,2.0,45.0
1030.0,2.0,2.0,49.35
1850.0,3.0,3.0,155.0
1831.0,3.0,3.0,110.0
1095.0,2.0,2.0,38.33
1320.0,3.0,2.0,38.13
1272.5,3.0,2.0,40.72
1000.0,2.0,2.0,61.0
1820.0,3.0,3.0,85.4
1075.0,3.0,2.0,41.0
1500.0,3.0,3.0,83.0
360.0,1.0,1.0,16.9
925.0,1.0,1.0,40.7
1140.0,2.0,2.0,70.93
1145.0,2.0,2.0,58.4
1862.0,3.0,3.0,120.0
947.0,2.0,2.0,43.0
700.0,3.0,3.0,195.0
1120.0,2.0,2.0,40.0
2700.0,3.0,3.0,200.0
1805.0,3.0,2.0,75.0
1100.0,2.0,2.0,93.0
1355.0,4.0,3.0,135.0
1677.0,3.0,3.0,98.0
2500.0,8.0,8.0,95.0
1560.0,3.0,3.0,74.0
2060.0,3.0,3.0,150.0
1716.0,3.0,2.0,115.0
1864.0,3.0,3.0,140.0
638.0,1.0,1.0,32.0
1200.0,9.0,7.0,95.0
1150.0,8.0,9.0,170.0
937.0,2.0,2.0,30.0
1490.0,3.0,2.0,115.0
4856.0,4.0,5.0,410.0
4003.0,4.0,6.0,525.0
1100.0,2.0,2.0,37.0
1000.0,2.0,2.0,48.53
1060.0,2.0,2.0,37.0
1047.0,2.0,2.0,91.0
1200.0,2.0,2.0,80.0
1420.0,3.0,2.0,75.0
1539.0,3.0,3.0,85.0
1550.0,3.0,3.0,59.0
1555.0,3.0,3.0,82.0
600.0,7.0,6.0,138.0
1553.0,3.0,3.0,68.0
920.0,2.0,2.0,26.0
1740.0,3.0,3.0,120.0
1855.0,3.0,3.0,145.0
1724.0,3.0,3.0,146.0
1020.0,2.0,2.0,60.0
1000.0,6.0,4.0,150.0
1250.0,3.0,2.0,50.0
1450.0,3.0,3.0,75.0
1200.0,2.0,2.0,80.0
1140.0,2.0,2.0,58.0
900.0,5.0,5.0,110.0
550.0,1.0,1.0,16.0
1450.0,3.0,3.0,44.0
700.0,2.0,2.0,35.07
1200.0,3.0,3.0,56.0
1050.0,2.0,2.0,45.0
1600.0,3.0,3.0,69.0
1625.0,3.0,2.0,75.0
1492.0,2.0,2.0,65.0
2856.0,4.0,5.0,157.5
1489.0,3.0,2.0,82.0
1560.0,3.0,2.0,62.38
1140.0,2.0,2.0,42.0
1431.0,3.0,3.0,65.0
1682.0,3.0,3.0,114.0
1198.0,2.0,2.0,86.26
3664.0,3.0,3.0,325.0
1550.0,3.0,2.0,69.75
1026.0,2.0,2.0,45.0
1260.0,3.0,2.0,52.0
690.0,2.0,2.0,42.0
539.0,1.0,1.0,45.0
1200.0,4.0,4.0,85.0
2400.0,3.0,3.0,120.0
1200.0,2.0,2.0,79.55
2500.0,4.0,5.0,350.0
1186.0,3.0,2.0,40.0
1039.0,2.0,2.0,39.5
1500.0,4.0,5.0,233.0
1500.0,5.0,4.0,100.0
2520.0,3.0,3.0,150.0
1225.0,2.0,2.0,66.5
1350.0,2.0,2.0,72.0
1030.0,2.0,2.0,300.0
1550.0,3.0,2.0,49.6
1490.0,3.0,3.0,79.0
1520.0,3.0,3.0,111.0
4100.0,4.0,4.0,550.0
1391.0,3.0,2.0,64.5
1200.0,2.0,2.0,50.0
1200.0,4.0,4.0,86.0
2500.0,5.0,6.0,500.0
1322.0,2.0,2.0,80.0
2173.0,3.0,3.0,128.0
1200.0,2.0,2.0,75.0
1200.0,2.0,2.0,47.0
1170.0,2.0,2.0,65.0
1125.0,2.0,2.0,45.56
698.5,1.0,1.0,28.57
1250.0,2.0,2.0,90.0
1025.0,2.0,2.0,27.68
1075.0,3.0,2.0,36.0
1900.0,3.0,2.0,190.0
1435.0,3.0,3.0,45.0
1175.0,2.0,2.0,64.98
1464.0,3.0,3.0,56.0
900.0,2.0,2.0,33.0
585.0,1.0,1.0,21.0
3170.0,4.0,5.0,230.0
1602.0,3.0,2.0,170.0
1220.0,2.0,2.0,42.0
2500.0,3.0,3.0,350.0
2145.0,3.0,3.0,180.0
960.0,2.0,2.0,58.0
907.0,1.0,1.0,38.0
1210.0,2.0,2.0,74.0
900.0,4.0,4.0,150.0
1230.0,2.0,2.0,70.0
1350.0,3.0,2.0,75.0
1150.0,2.0,2.0,58.0
1404.0,3.0,2.0,53.35
1050.0,2.0,2.0,48.0
1020.0,8.0,10.0,155.0
1285.0,2.0,2.0,56.0
1018.0,2.0,2.0,50.8
1200.0,3.0,3.0,57.0
1115.0,2.0,2.0,50.0
1600.0,3.0,3.0,95.0
1480.0,2.0,2.0,80.0
2500.0,5.0,7.0,125.0
480.0,1.0,1.0,25.0
1435.0,3.0,3.0,53.0
450.0,1.0,1.0,60.0
600.0,1.0,2.0,23.0
1590.0,3.0,2.0,85.0
936.0,2.0,2.0,40.2
1181.0,2.0,2.0,75.0
1741.0,3.0,3.0,80.0
1750.0,3.0,3.0,123.0
1050.0,2.0,2.0,42.7
1027.0,2.0,2.0,60.0
596.0,2.0,2.0,22.0
3463.0,4.0,6.0,310.0
1600.0,3.0,3.0,70.0
2790.0,4.0,5.0,198.0
1000.0,2.0,2.0,60.0
1120.0,2.0,2.0,44.24
1200.0,2.0,2.0,85.0
1200.0,2.0,2.0,35.0
1570.0,3.0,3.0,110.0
1500.0,3.0,3.0,135.0
1315.0,2.0,2.0,140.0
1140.0,2.0,2.0,33.84
1105.0,2.0,2.0,90.0
1200.0,2.0,2.0,34.65
905.0,1.0,1.0,62.0
2400.0,4.0,4.0,350.0
1185.0,2.0,2.0,50.0
1083.0,2.0,2.0,100.0
1458.0,3.0,3.0,60.0
1555.0,3.0,3.0,75.0
1200.0,2.0,2.0,45.0
1308.0,2.0,2.0,58.86
1024.0,2.0,2.0,44.0
1194.0,2.0,2.0,47.0
1450.0,3.0,3.0,75.0
1639.0,3.0,3.0,120.0
1870.0,3.0,3.0,138.0
1232.0,2.0,2.0,87.0
1719.0,3.0,3.0,184.0
975.0,2.0,2.0,24.86
2000.0,3.0,4.0,130.0
1230.0,2.0,2.0,79.0
1350.0,4.0,4.0,140.0
1076.0,2.0,2.0,67.0
2400.0,7.0,7.0,125.0
995.0,3.0,2.0,34.82
2120.0,3.0,3.0,177.0
2400.0,6.0,7.0,460.0
850.0,6.0,6.0,78.0
1096.0,2.0,2.0,40.55
1107.83,2.0,2.0,41.51
505.0,1.0,1.0,85.0
1320.0,2.0,2.0,115.0
1431.5,3.0,3.0,72.02
1320.0,2.0,2.0,99.26
2901.0,3.0,4.0,190.0
1315.0,3.0,2.0,65.0
1000.0,2.0,2.0,44.0
1596.0,3.0,3.0,79.8
1750.0,3.0,3.0,130.0
2403.0,4.0,4.0,270.0
1350.0,3.0,3.0,47.25
4062.5,4.0,2.0,341.0
1175.0,2.0,2.0,79.0
921.0,2.0,2.0,29.47
4000.0,4.0,4.0,1100.0
1713.0,3.0,3.0,125.0
1200.0,2.0,2.0,43.0
1900.0,3.0,4.0,90.0
1664.0,3.0,3.0,68.0
1795.0,3.0,3.0,139.0
600.0,1.0,1.0,19.5
1240.0,2.0,2.0,65.0
1965.0,3.0,4.0,132.0
600.0,3.0,4.0,99.0
4111.0,4.0,4.0,370.0
1200.0,2.0,2.0,59.76
1112.0,2.0,2.0,68.0
3000.0,3.0,3.0,60.0
1136.0,2.0,2.0,64.5
914.0,2.0,2.0,55.0
1270.0,3.0,2.0,50.79
1050.0,2.0,2.0,47.25
1385.0,3.0,2.0,68.5
990.0,2.0,2.0,35.0
845.0,2.0,2.0,43.0
1485.0,2.0,2.0,96.51
1460.0,3.0,2.0,43.79
1450.0,2.0,2.0,57.0
1360.0,3.0,2.0,53.0
1375.0,2.0,2.0,58.0
1125.0,2.0,2.0,48.0
720.0,1.0,1.0,60.0
1460.0,3.0,2.0,100.0
1107.0,2.0,2.0,40.0
1158.0,2.0,2.0,75.0
800.0,2.0,1.0,30.0
600.0,9.0,9.0,90.0
1760.0,3.0,3.0,128.0
3200.0,4.0,4.0,200.0
600.0,2.0,3.0,145.0
1350.0,3.0,3.0,60.0
600.0,6.0,6.0,100.0
1125.0,2.0,2.0,32.49
1706.0,3.0,3.0,154.0
1600.0,3.0,3.0,112.0
1200.0,2.0,2.0,90.0
1755.0,3.0,3.0,101.0
1200.0,2.0,2.0,50.0
1200.0,2.0,2.0,67.0
1266.67,2.0,2.0,69.0
1800.0,3.0,3.0,90.0
1200.0,3.0,4.0,275.0
1300.0,3.0,3.0,64.0
800.0,3.0,3.0,60.0
4800.0,4.0,5.0,550.0
1029.5,2.0,2.0,50.855
1128.0,2.0,2.0,40.0
2000.0,2.0,2.0,160.0
1210.0,2.0,2.0,80.0
2710.0,4.0,6.0,142.0
1151.0,2.0,2.0,39.0
7500.0,5.0,8.0,1700.0
1464.0,3.0,3.0,56.0
1017.0,2.0,2.0,27.0
920.0,2.0,2.0,40.0
1200.0,4.0,3.0,180.0
1000.0,5.0,5.0,140.0
1750.0,3.0,3.0,86.5
1163.0,2.0,2.0,65.0
1650.0,3.0,3.0,110.0
1800.0,3.0,3.0,95.0
1100.0,2.0,2.0,58.0
1200.0,2.0,2.0,60.0
1410.0,3.0,3.0,65.0
1933.0,3.0,3.0,98.0
1200.0,2.0,2.0,45.6
1608.0,3.0,2.0,63.0
2679.0,4.0,5.0,280.0
1156.0,2.0,2.0,46.9
1230.0,2.0,2.0,75.0
770.0,1.0,1.0,43.82
1777.26,3.0,3.0,105.0
1339.0,2.0,2.0,85.0
3044.0,3.0,3.0,183.0
1080.0,2.0,2.0,44.8
3150.0,8.0,5.0,145.0
2400.0,2.0,2.0,135.0
1450.0,3.0,3.0,72.0
1075.0,2.0,2.0,53.0
1163.0,3.0,2.0,62.0
1200.0,2.0,2.0,65.0
1200.0,8.0,8.0,135.0
3090.0,4.0,4.0,325.0
1299.0,2.0,2.0,100.0
1130.0,2.0,2.0,32.63
1170.0,2.0,2.0,75.0
2195.0,3.0,2.0,152.0
2600.0,4.0,4.0,175.0
1140.0,2.0,2.0,43.32
1900.0,3.0,3.0,125.0
1090.0,2.0,2.0,31.48
1110.0,2.0,2.0,39.95
705.0,1.0,1.0,57.0
1089.0,2.0,2.0,60.0
880.0,2.0,2.0,48.0
1080.0,2.0,2.0,32.0
1093.0,2.0,2.0,68.1
1480.0,3.0,3.0,75.48
1703.0,3.0,3.0,125.0
1200.0,2.0,2.0,60.0
1690.0,3.0,3.0,116.0
1305.0,2.0,2.0,78.0
1257.0,3.0,2.0,40.22
1150.0,2.0,2.0,45.0
1194.0,2.0,2.0,55.0
2000.0,3.0,3.0,90.0
1500.0,3.0,4.0,99.0
1025.0,2.0,2.0,42.5
980.0,2.0,2.0,38.19
1200.0,3.0,2.0,100.0
2225.0,3.0,3.0,149.0
1022.0,2.0,2.0,57.0
882.0,4.0,3.0,72.0
1153.0,2.0,2.0,45.0
1175.0,2.0,2.0,60.0
1560.0,3.0,3.0,68.0
650.0,1.0,1.0,17.0
600.0,3.0,3.0,65.0
1350.0,2.0,3.0,55.0
1200.0,2.0,2.0,76.0
1200.0,2.0,1.0,54.0
800.0,2.0,2.0,25.0
2093.0,4.0,4.0,104.0
1320.0,3.0,2.0,55.44
1275.0,2.0,2.0,73.0
1215.0,2.0,2.0,43.13
1130.0,2.0,2.0,45.2
1444.0,3.0,2.0,71.5
950.0,2.0,2.0,38.0
1000.0,2.0,1.0,90.0
1240.0,3.0,2.0,59.52
600.0,4.0,4.0,125.0
1231.0,2.0,2.0,50.0
1300.0,2.0,2.0,120.0
1713.0,3.0,3.0,110.0
1200.0,2.0,2.0,53.33
3004.0,3.0,4.0,158.0
1310.0,3.0,2.0,46.0
790.0,2.0,2.0,49.5
1744.0,3.0,3.0,200.0
1605.0,3.0,3.0,100.0
1250.0,2.0,2.0,82.0
2476.0,3.0,3.0,337.0
1260.0,3.0,2.0,76.0
1615.0,3.0,3.0,175.0
1180.0,2.0,2.0,56.0
1255.0,3.0,2.0,50.19
1025.0,2.0,2.0,53.9
1877.0,3.0,4.0,150.0
1649.0,3.0,3.0,150.0
2600.0,9.0,12.0,675.0
2500.0,5.0,5.0,125.0
1542.0,3.0,3.0,98.0
1418.0,2.0,2.0,105.0
1012.0,2.0,2.0,42.0
1200.0,2.0,2.0,65.0
1115.0,2.0,2.0,43.0
1680.0,3.0,4.0,95.0
1171.0,2.0,2.0,72.0
1027.0,2.0,2.0,68.62
1700.0,3.0,3.0,75.0
1090.0,2.0,2.0,38.15
1232.0,2.0,2.0,74.0
766.0,2.0,2.0,28.0
1200.0,5.0,5.0,180.0
525.0,1.0,1.0,27.0
1452.0,3.0,2.0,41.0
1254.0,3.0,2.0,65.0
3600.0,5.0,5.0,110.0
1593.0,3.0,3.0,118.0
1333.0,2.0,2.0,77.27
1100.0,3.0,3.0,110.0
1375.0,3.0,2.0,54.99
1650.0,3.0,3.0,82.0
1430.0,3.0,2.0,51.48
940.0,2.0,2.0,54.0
435.0,1.0,1.0,21.0
1160.0,2.0,2.0,36.54
1500.0,3.0,2.0,77.5
1890.0,3.0,2.0,100.0
1050.0,2.0,2.0,70.0
1200.0,6.0,6.0,220.0
1027.0,2.0,2.0,43.0
1495.0,3.0,2.0,61.28
3000.0,3.0,4.0,235.0
1459.0,3.0,2.0,95.0
1711.0,3.0,3.0,85.61
1250.0,2.0,2.0,98.0
645.0,1.0,1.0,16.45
875.0,2.0,2.0,57.0
1334.0,2.0,2.0,67.0
1140.0,2.0,2.0,32.92
1115.0,2.0,2.0,50.0
1200.0,3.0,5.0,200.0
1776.0,3.0,3.0,190.0
2072.0,3.0,4.0,160.0
1600.0,3.0,3.0,170.0
1200.0,6.0,4.0,115.0
920.0,2.0,2.0,39.0
778.0,2.0,2.0,25.29
1310.0,4.0,3.0,95.0
1631.0,3.0,3.0,80.0
525.0,1.0,1.0,27.5
1395.0,3.0,3.0,82.0
2000.0,3.0,3.0,105.0
1232.0,2.0,2.0,66.0
1075.0,2.0,2.0,55.0
1205.0,2.0,2.0,70.0
1200.0,4.0,4.0,165.0
2340.0,4.0,5.0,129.0
1179.0,3.0,2.0,55.0
1013.0,2.0,2.0,51.0
1160.0,2.0,2.0,40.6
1200.0,2.0,2.0,62.5
1200.0,7.0,5.0,80.0
1255.0,3.0,2.0,50.19
1100.0,3.0,2.0,145.0
1069.0,2.0,2.0,55.0
1200.0,3.0,3.0,99.0
1400.0,1.0,1.0,285.0
1065.0,2.0,2.0,55.0
1395.0,2.0,2.0,75.0
